txn_id,scenario_id,date,counterparty,amount_usd,category,party,scope,excluded,exclusion_reason,origin,confidence
TXN-P6-0041,P6,2025-04-16,Taraz Kiln Services LLP,-4204663.19,opex,,borrower,0,,шаг 10: opex,1.00
TXN-B1-0007,B1,2025-04-17,Glenwood Security Partners Group (Atyrau terminal),-4274240.02,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P1-0023,P1,2025-04-18,Bridgeport Consulting Group (Kostanay centre),-16437674.68,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-B1-0018,B1,2025-04-19,Hartley Catering LP Supply,-1832832.89,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P6-0014,P6,2025-04-19,Hartley Supply Service Centre (Atyrau terminal),-322203.44,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P7-0019,P7,2025-04-20,Riverside Realty Trust,-250594.53,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P7-0010,P7,2025-04-21,State Revenue Committee,-402118.64,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-P9-0024,P9,2025-04-22,Bridgeport Building Services Inc,-2416937.23,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P2-0036,P2,2025-04-23,Ural Refrigeration Works LLP,-3204881.55,capex,,borrower,0,,шаг 10: capex,1.00
TXN-P10-0040,P10,2025-04-24,Cedarville Landscaping Partners (Kostanay centre),-9073805.60,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P2-0053,P2,2025-04-25,Juniper Property Services (Taraz site),2003454.47,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-B4-0017,B4,2025-04-26,Hartley Consulting LLC (Taraz site),-208965.57,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-P8-0021,P8,2025-04-26,Cedarville Cleaning Group,-656000.44,interest,,borrower,0,,шаг 10: interest,1.00
TXN-B1-0047,B1,2025-04-27,Juniper Cleaning (Semey base),-13167834.89,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P4-0019,P4,2025-04-28,Foxridge Cleaning Co (Zhezkazgan compound),-1200898.70,utilities,,borrower,0,,шаг 10: utilities,1.00
TXN-P5-0006,P5,2025-04-28,Cedarville Printing Services Partners,-588857.22,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P8-0006,P8,2025-04-29,Globex Telecom (Kostanay centre),-14750061.50,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P8-0028,P8,2025-04-29,Ashford Cleaning Services (Aktobe hub),-2203370.15,utilities,,borrower,0,,шаг 10: utilities,1.00
TXN-P1-0035,P1,2025-04-30,Bridgeport Telecom Holdings,2149964.79,utilities,,borrower,0,,шаг 10: utilities,1.00
TXN-P10-0035,P10,2025-04-30,Sterling Office Solutions Supply,-6013823.74,interest,,borrower,0,,шаг 10: interest,1.00
TXN-P7-0027,P7,2025-04-30,Bridgeport Office Supplies (Almaty office),-8988242.94,payroll,,borrower,0,,шаг 10: payroll,1.00
TXN-P8-0017,P8,2025-04-30,Hartley Printing Co (Ekibastuz block B),-2389464.20,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-P10-0025,P10,2025-05-01,Cedarville Leasing Enterprise,-471290.81,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P7-0006,P7,2025-05-01,Eastgate Leasing Trust Partners (Taraz site),350168.96,interest,,borrower,0,,шаг 10: interest,1.00
TXN-P9-0007,P9,2025-05-01,Cedarville Maintenance Associates Company,-1560142.52,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-B1-0029,B1,2025-05-02,Ironwood Property Holdings Enterprise,-1083896.21,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P10-0029,P10,2025-05-02,Glenwood Facilities Holdings (Pavlodar block),2226006.45,interest,,borrower,0,,шаг 10: interest,1.00
TXN-P7-0046,P7,2025-05-02,Glenwood Property Trust (Kostanay centre),7530287.69,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P2-0025,P2,2025-05-03,Glenwood Office Supplies Services (Uralsk annex),-2709060.20,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P4-0033,P4,2025-05-03,Ashford Consulting Partners Company,-534014.43,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-B4-0038,B4,2025-05-04,Cedarville Supply Corp (Pavlodar block),-140831.96,interest,,borrower,0,,шаг 10: interest,1.00
TXN-P9-0038,P9,2025-05-04,Cedarville Insurance Group JSC,-12010518.44,payroll,,borrower,0,,шаг 10: payroll,1.00
TXN-B4-0003,B4,2025-05-05,Foxridge Waste Systems Associates Ltd,753049.60,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-P4-0006,P4,2025-05-06,Glenwood Catering Group (Oskemen unit),-2162141.22,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-P4-0040,P4,2025-05-06,Eastgate Realty Associates Works (Almaty office),8624275.06,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P7-0041,P7,2025-05-06,Stalwart Mutual Insurance Trading House,-1088379.48,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P3-0024,P3,2025-05-07,Rheinland Katalyse Service GmbH,-710945.73,opex,,borrower,0,,шаг 10: opex,1.00
TXN-P6-0019,P6,2025-05-07,Ashford Realty Ltd (Shymkent depot),1508915.83,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P10-0055,P10,2025-05-08,Karaganda Distribution Group JSC,7204882.16,revenue,,borrower,0,,шаг 10: revenue,1.00
TXN-P9-0055,P9,2025-05-08,Dunmore Stationery Inc Supply (Oskemen unit),1579816.38,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P3-0033,P3,2025-05-09,Initech Software Licenses (Zhezkazgan compound),10156687.58,interest,,borrower,0,,шаг 10: interest,1.00
TXN-P6-0006,P6,2025-05-11,Foxridge Telecom LP Holding (Ekibastuz block B),-5793220.79,interest,,borrower,0,,шаг 10: interest,1.00
TXN-B1-0020,B1,2025-05-12,Irtysh Advisory Bureau,-592296.10,opex,,borrower,0,,шаг 10: opex,1.00
TXN-P4-0041,P4,2025-05-12,Ashford Waste Systems Co Service Centre,-282672.77,payroll,,borrower,0,,шаг 10: payroll,1.00
TXN-B4-0021,B4,2025-05-14,Atyrau Pipeline Engineering LLP,-1527726.21,capex,,borrower,0,,шаг 10: capex,1.00
TXN-P8-0015,P8,2025-05-14,KazMunayGas Exploration JSC,7884663.19,revenue,,borrower,0,,шаг 10: revenue,1.00
TXN-P3-0005,P3,2025-05-15,Juniper Supply Trust (Zhezkazgan compound),-383631.48,utilities,,borrower,0,,шаг 10: utilities,1.00
TXN-P10-0049,P10,2025-05-16,Juniper Logistics Solutions (Astana branch),-6085007.92,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-B4-0028,B4,2025-05-17,Foxridge Payroll Ltd Group (Shymkent depot),-209971.26,lease,,borrower,0,,шаг 10: lease,1.00
TXN-B1-0008,B1,2025-05-20,Dunmore Janitorial Services Works,-543539.55,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-P1-0010,P1,2025-05-21,Ural Crane Works LLP,-1842006.44,capex,,borrower,0,,шаг 10: capex,1.00
TXN-P6-0049,P6,2025-05-22,Hartley Courier Corp Works,-378905.34,interest,,borrower,0,,шаг 10: interest,1.00
TXN-P7-0051,P7,2025-05-22,Dunmore Power Ltd (Oskemen unit),12945088.83,payroll,,borrower,0,,шаг 10: payroll,1.00
TXN-P3-0052,P3,2025-05-23,Cedarville Uniforms Solutions Ltd,-228635.30,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P5-0047,P5,2025-05-23,Juniper Logistics Solutions (Kostanay centre),-5592558.22,utilities,,borrower,0,,шаг 10: utilities,1.00
TXN-P9-0001,P9,2025-05-23,Juniper Cleaning (Turkistan point),-4862428.02,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P2-0052,P2,2025-05-24,Dunmore Utility Inc (Zhezkazgan compound),-11545820.91,interest,,borrower,0,,шаг 10: interest,1.00
TXN-B4-0006,B4,2025-05-25,Juniper Realty Partners (Atyrau terminal),-337734.89,payroll,,borrower,0,,шаг 10: payroll,1.00
TXN-P8-0014,P8,2025-05-25,Bridgeport Payroll Group Company,-600603.54,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P10-0057,P10,2025-05-26,Ironwood Security LP (Shymkent depot),-5446990.56,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P3-0046,P3,2025-05-26,Ironwood Insurance LLC,2729387.09,utilities,,borrower,0,,шаг 10: utilities,1.00
TXN-P5-0031,P5,2025-05-27,Pavlodar Plant Services LLP,-5902447.13,opex,,borrower,0,,шаг 10: opex,1.00
TXN-P9-0048,P9,2025-05-27,Bridgeport Telecom Holdings JSC (Kostanay centre),-2310249.16,utilities,,borrower,0,,шаг 10: utilities,1.00
TXN-P2-0010,P2,2025-05-30,Foxridge Security Services (Kyzylorda station),-2085018.52,utilities,,borrower,0,,шаг 10: utilities,1.00
TXN-P5-0023,P5,2025-05-31,Cedarville Facilities LLP,-1138417.23,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P6-0015,P6,2025-05-31,Ashford Janitorial Trust (Almaty office),-412793.66,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P6-0030,P6,2025-05-31,Glenwood Courier LP JSC (Atyrau terminal),-462362.61,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P9-0044,P9,2025-05-31,City Power & Light (Astana branch),-3688611.83,interest,,borrower,0,,шаг 10: interest,1.00
TXN-B1-0005,B1,2025-06-01,Foxridge Supply Inc,-791398.17,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-P1-0033,P1,2025-06-01,Ironwood Waste Systems Holdings (Pavlodar block),-367648.64,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P5-0030,P5,2025-06-01,Glenwood Realty Solutions Enterprise,1813871.42,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P3-0026,P3,2025-06-02,Cedarville Leasing (Karaganda yard),-1755396.91,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P4-0025,P4,2025-06-02,Ilek Restoration Works LLP,-481247.63,opex,,borrower,0,,шаг 10: opex,1.00
TXN-P6-0011,P6,2025-06-03,Bridgeport Leasing LLC,-6874501.52,interest,,borrower,0,,шаг 10: interest,1.00
TXN-P6-0055,P6,2025-06-03,Ironwood Maintenance Group Holding,969224.15,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-P10-0017,P10,2025-06-04,Tengiz Risk Engineering Bureau,-142118.64,insurance,,borrower,0,,шаг 10: opex; переклассифицировано аудитором п.7.1: opex → insurance,1.00
TXN-P1-0021,P1,2025-06-06,Kingsley Property Partners,-715630.22,payroll,,borrower,0,,шаг 10: payroll,1.00
TXN-P4-0045,P4,2025-06-06,Dunmore Courier Services JSC,-1391968.36,interest,,borrower,0,,шаг 10: interest,1.00
TXN-P6-0001,P6,2025-06-06,Fairfield Leasing Partners Ltd (Kyzylorda station),-228711.35,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P9-0032,P9,2025-06-06,Bridgeport Janitorial Solutions (Karaganda yard),6150985.43,utilities,,borrower,0,,шаг 10: utilities,1.00
TXN-P10-0031,P10,2025-06-07,Glenwood Power,-6519514.97,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P5-0014,P5,2025-06-07,Ashford Maintenance LLC (Zhezkazgan compound),235761.83,interest,,borrower,0,,шаг 10: interest,1.00
TXN-P1-0024,P1,2025-06-08,Cedarville Payroll LP Enterprise (Turkistan point),-360127.31,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P6-0039,P6,2025-06-08,Foxridge Insurance Co,-7250114.44,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-B4-0005,B4,2025-06-09,Foxridge Cleaning Co,-2649671.17,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P2-0054,P2,2025-06-09,Hartley Power Associates Company,-248898.41,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P8-0048,P8,2025-06-10,Ashford Tax Advisory Holdings (Almaty office),-337300.48,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P8-0049,P8,2025-06-10,Juniper Telecom Inc (Karaganda yard),447798.93,interest,,borrower,0,,шаг 10: interest,1.00
TXN-B1-0037,B1,2025-06-11,Ashford Insurance Services,-4540095.35,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P10-0003,P10,2025-06-11,Hartley Realty Holdings Company,102465.77,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P7-0032,P7,2025-06-11,KazTransOil Trunk Systems JSC,9146882.53,revenue,,borrower,0,,шаг 10: revenue,1.00
TXN-P3-0014,P3,2025-06-13,Hartley Utility Trust (Aktobe hub),-786416.28,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-B4-0047,B4,2025-06-14,Foxridge Insurance Co (Zhezkazgan compound),-7575422.84,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-P1-0036,P1,2025-06-14,Glenwood Facilities Holdings Works (Karaganda yard),-428818.65,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P9-0004,P9,2025-06-14,Foxridge Waste Systems Associates (Atyrau terminal),-1171613.50,utilities,,borrower,0,,шаг 10: utilities,1.00
TXN-P2-0014,P2,2025-06-15,Eastgate Office Supplies Solutions,-2708057.37,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P5-0005,P5,2025-06-15,Ashford Tax Advisory Holdings Company,-492990.46,utilities,,borrower,0,,шаг 10: utilities,1.00
TXN-P2-0023,P2,2025-06-16,Fairfield Leasing Partners (Uralsk annex),-211784.77,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P3-0029,P3,2025-06-16,Cedarville Leasing (Karaganda yard),-3728972.76,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-B1-0016,B1,2025-06-17,Foxridge Cleaning Co (Almaty office),-1950365.39,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-P1-0042,P1,2025-06-17,Mangystau Berth Services LLP,-3104882.61,opex,,borrower,0,,шаг 10: opex,1.00
TXN-B4-0046,B4,2025-06-18,Juniper Payroll Associates JSC,-1891463.60,utilities,,borrower,0,,шаг 10: utilities,1.00
TXN-P10-0056,P10,2025-06-18,Ironwood Stationery Solutions,-4902905.23,interest,,borrower,0,,шаг 10: interest,1.00
TXN-B1-0044,B1,2025-06-19,Ashford Power LP (Shymkent depot),208288.37,lease,,borrower,0,,шаг 10: lease,1.00
TXN-B4-0049,B4,2025-06-19,Cedarville Office Supplies Associates (Oskemen unit),4266048.26,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P5-0017,P5,2025-06-20,Cedarville Waste Systems Inc,-1820587.83,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P4-0004,P4,2025-06-21,Bridgeport Power Corp Trading House,-386521.16,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P7-0029,P7,2025-06-21,Initech Software Licenses Company (Astana branch),-783998.76,lease,,borrower,0,,шаг 10: lease,1.00
TXN-B1-0035,B1,2025-06-24,Bridgeport Tax Advisory Services Works,-9975348.37,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P3-0028,P3,2025-06-24,Shymkent Plant Services LLP,-4218006.51,opex,,borrower,0,,шаг 10: opex,1.00
TXN-P5-0034,P5,2025-06-24,Beacon Tax Advisors (Aktobe hub),-1583057.76,utilities,,borrower,0,,шаг 10: utilities,1.00
TXN-B4-0015,B4,2025-06-25,Shymkent Fuel Distributors LLP,1943580.97,revenue,related,borrower,0,,шаг 10: revenue; связанная сторона (Shymkent Fuel Distributors LLP),1.00
TXN-P1-0044,P1,2025-06-25,Fairfield Leasing Partners,-5732393.39,interest,,borrower,0,,шаг 10: interest,1.00
TXN-P3-0020,P3,2025-06-25,Foxridge Payroll Ltd (Pavlodar block),1625020.42,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-P3-0050,P3,2025-06-25,Hartley Consulting LLC (Semey base),-2189408.24,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P9-0035,P9,2025-06-26,Ural Haul Systems LLP,-1204663.28,capex,,borrower,0,,шаг 10: capex,1.00
TXN-P3-0016,P3,2025-06-27,Eastgate Catering Services Enterprise (Kostanay centre),1644942.02,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P4-0022,P4,2025-06-27,Bridgeport Building Services Inc Holding,-13147917.01,payroll,,borrower,0,,шаг 10: payroll,1.00
TXN-P2-0032,P2,2025-06-28,Dunmore Janitorial Services,-418971.20,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P2-0046,P2,2025-06-28,Capital Stationers (Astana branch),617744.38,payroll,,borrower,0,,шаг 10: payroll,1.00
TXN-P10-0005,P10,2025-06-29,Dunmore Consulting Corp (Turkistan point),171985.87,interest,,borrower,0,,шаг 10: interest,1.00
TXN-P3-0017,P3,2025-06-29,Ironwood Payroll Trading House (Almaty office),-2596172.03,utilities,,borrower,0,,шаг 10: utilities,1.00
TXN-B1-0023,B1,2025-06-30,Pavlodar Plant Services LLP,-6166592.66,opex,,borrower,0,,шаг 10: opex,1.00
TXN-B1-0045,B1,2025-06-30,Eastgate Property Service Centre,1941069.25,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P2-0009,P2,2025-06-30,Almaty Chill Logistics LLP,-5918004.37,opex,,borrower,0,,шаг 10: opex,0.95
TXN-P2-0038,P2,2025-06-30,Eastgate Office Supplies Solutions,1406628.57,payroll,,borrower,0,,шаг 10: payroll,1.00
TXN-P4-0024,P4,2025-06-30,Ashford Maintenance LLC Service Centre,-329065.77,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-P10-0058,P10,2025-07-01,Dunmore Utility Inc Group,-353541.29,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P9-0036,P9,2025-07-01,Hartley Consulting LLC,-3066892.61,interest,,borrower,0,,шаг 10: interest,1.00
TXN-P1-0056,P1,2025-07-02,Dunmore Insurance LP (Astana branch),-6407989.14,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P3-0011,P3,2025-07-03,Bridgeport Payroll Group,-4276964.85,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-P4-0003,P4,2025-07-03,Ironwood Consulting,-1197501.59,utilities,,borrower,0,,шаг 10: utilities,1.00
TXN-P6-0031,P6,2025-07-03,Zhambyl Construction Supply JSC,6918204.37,revenue,,borrower,0,,шаг 10: revenue,0.95
TXN-B4-0051,B4,2025-07-04,Dunmore Printing Partners (Ekibastuz block B),-10662291.32,interest,,borrower,0,,шаг 10: interest,1.00
TXN-P4-0035,P4,2025-07-04,Dunmore Realty (Uralsk annex),9095881.90,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-B4-0002,B4,2025-07-05,Glenwood Power (Almaty office),-10554084.92,lease,,borrower,0,,шаг 10: lease,0.95
TXN-P10-0045,P10,2025-07-05,Ashford Power LP (Turkistan point),-1692135.44,interest,,borrower,0,,шаг 10: interest,1.00
TXN-P5-0018,P5,2025-07-05,Kingsley Tax Advisory Service Centre,-481847.14,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P9-0019,P9,2025-07-07,Eastgate Payroll Co (Turkistan point),-2546037.24,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-B4-0009,B4,2025-07-08,Kazyna Capital LLP,-303949.09,opex,related,borrower,0,,шаг 10: opex; связанная сторона (Kazyna Capital LLP.),0.90
TXN-P4-0008,P4,2025-07-08,Riverside Realty Trust (Aktobe hub),-1089098.65,insurance,,borrower,0,,шаг 10: insurance,0.95
TXN-P5-0001,P5,2025-07-08,Dunmore Maintenance Trust (Ekibastuz block B),-168229.01,interest,,borrower,0,,шаг 10: interest,0.95
TXN-P1-0031,P1,2025-07-09,Aktau Holdings L.L.P.,-283664.18,opex,related,borrower,0,,шаг 10: opex; связанная сторона (Aktau Holdings LLP),0.90
TXN-P5-0027,P5,2025-07-12,Glenwood Water Works LLC (Aktobe hub),-473767.96,utilities,,borrower,0,,шаг 10: utilities,1.00
TXN-P6-0035,P6,2025-07-14,Foxridge Telecom LP (Turkistan point),-659026.99,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-B1-0033,B1,2025-07-15,Halyk Bank of Kazakhstan JSC,-1540833.29,interest,,borrower,0,,шаг 10: interest,0.95
TXN-B4-0037,B4,2025-07-15,Hartley Tax Advisory Ltd,-3884663.27,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P2-0040,P2,2025-07-15,Tien Shan Advisory Bureau,-1104663.28,opex,,borrower,0,,шаг 10: opex; переклассифицировано аудитором п.9.1: opex → opex,0.90
TXN-P3-0031,P3,2025-07-15,Cedarville Water Works Corp (Pavlodar block),-8490398.35,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-B1-0025,B1,2025-07-16,Kingsley Insurance Associates (Aktobe hub),7126963.03,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P1-0048,P1,2025-07-17,Hartley Building Services Holdings (Turkistan point),-6335501.35,taxes,,borrower,0,,шаг 10: taxes,0.95
TXN-P4-0009,P4,2025-07-17,Bridgeport Water Works LP (Pavlodar block),-1450062.90,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P7-0004,P7,2025-07-19,Glenwood Stationery Associates (Shymkent depot),-194993.73,lease,,borrower,0,,шаг 10: lease,0.95
TXN-P9-0040,P9,2025-07-19,Ulytau Capital LLP,-268447.19,opex,related,borrower,0,,шаг 10: opex; связанная сторона (Ulytau Capital LLP.),0.90
TXN-P9-0052,P9,2025-07-19,Ashford Tax Advisory Holdings Trading House (Ekibastuz block B),-2020740.39,interest,,borrower,0,,шаг 10: interest,1.00
TXN-P5-0045,P5,2025-07-21,Ironwood Realty Services (Uralsk annex),-253926.10,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P9-0006,P9,2025-07-21,Ashford Facilities Inc Group,-995146.56,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P9-0009,P9,2025-07-21,Juniper Janitorial Ltd Company,-4454367.27,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P9-0047,P9,2025-07-21,Eastgate Security Holdings,-2950277.64,interest,,borrower,0,,шаг 10: interest,1.00
TXN-P10-0051,P10,2025-07-22,Bridgeport Waste Systems Ltd LLP,-1931018.29,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P4-0001,P4,2025-07-22,Zhaiyk Dredging LLP,-251338.94,opex,,borrower,0,,шаг 10: opex,0.90
TXN-P4-0027,P4,2025-07-22,Ashford Facilities Inc (Ekibastuz block B),-175317.45,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P2-0024,P2,2025-07-23,Glenwood Stationery Associates,-2530653.81,utilities,,borrower,0,,шаг 10: utilities,1.00
TXN-P9-0050,P9,2025-07-24,Hartley Realty Holdings Partners,-5200652.58,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P2-0011,P2,2025-07-26,Bridgeport Maintenance,-10753717.14,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P7-0011,P7,2025-07-26,Ironwood Realty Services Holding,-209806.28,payroll,,borrower,0,,шаг 10: payroll,1.00
TXN-P7-0052,P7,2025-07-26,Juniper Property Services (Astana branch),480144.23,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P5-0015,P5,2025-07-27,Juniper Telecom Inc (Turkistan point),-739003.21,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P5-0038,P5,2025-07-27,Ashford Tax Advisory Holdings Company,2115841.63,revenue,,borrower,0,,шаг 10: revenue,1.00
TXN-P8-0040,P8,2025-07-27,Juniper Landscaping LLC,-819861.31,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-P1-0053,P1,2025-07-28,Glenwood Utility Associates,-2554455.78,utilities,,borrower,0,,шаг 10: utilities,0.95
TXN-P2-0045,P2,2025-07-28,Eastgate Landscaping LP Works,-296053.42,taxes,,borrower,0,,шаг 10: taxes,0.95
TXN-P7-0056,P7,2025-07-28,Ashford Printing Solutions Service Centre,-422679.64,interest,,borrower,0,,шаг 10: interest,0.95
TXN-B1-0038,B1,2025-07-29,Foxridge Property Associates (Kyzylorda station),1364584.65,taxes,,borrower,0,,шаг 10: taxes,0.95
TXN-P6-0024,P6,2025-07-29,Ironwood Courier Co (Uralsk annex),-5904723.65,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P6-0038,P6,2025-07-29,Glenwood Security Partners,-414120.52,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P6-0054,P6,2025-07-29,Eastgate Janitorial Partners (Uralsk annex),1516332.49,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P6-0042,P6,2025-07-30,Cedarville Utility Ltd (Astana branch),-16213615.60,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-P8-0030,P8,2025-07-30,Ural Rig Manufacturing LLP,-1918204.36,capex,,borrower,0,,шаг 10: capex,0.95
TXN-B4-0013,B4,2025-07-31,Hartley Utility Trust (Almaty office),-4256600.29,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P3-0038,P3,2025-08-01,Eastgate Landscaping LP,-4413158.15,payroll,,borrower,0,,шаг 10: payroll,0.95
TXN-P6-0037,P6,2025-08-01,Hartley Power Associates (Aktobe hub),-630356.25,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P4-0057,P4,2025-08-02,Foxridge Janitorial Group Company,-451994.51,interest,,borrower,0,,шаг 10: interest,1.00
TXN-B1-0010,B1,2025-08-03,Eastgate Payroll Co JSC,-1411145.48,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P4-0044,P4,2025-08-04,Hartley Facilities Services,-173405.98,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P5-0012,P5,2025-08-04,Cedarville Property Inc (Kostanay centre),493698.57,lease,,borrower,0,,шаг 10: lease,1.00
TXN-B1-0053,B1,2025-08-05,Eastgate Utility LLC,2448170.56,lease,,borrower,0,,шаг 10: lease,1.00
TXN-B4-0041,B4,2025-08-05,Foxridge Payroll Ltd (Pavlodar block),-2884401.48,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P3-0001,P3,2025-08-05,Turan Capital LLP,-264117.82,opex,related,borrower,0,,"шаг 10: opex; связанная сторона (""Turan Capital"" LLP)",0.90
TXN-P7-0001,P7,2025-08-05,Eastgate Catering Services Works,2044034.58,interest,,borrower,0,,шаг 10: interest,1.00
TXN-B4-0025,B4,2025-08-06,Crown City Water Board (Astana branch),-957136.92,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-B4-0040,B4,2025-08-06,Juniper Printing Inc,-452734.56,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P7-0047,P7,2025-08-06,Atyrau Energy Supply JSC,-91447.35,utilities,,borrower,0,,шаг 10: utilities,0.95
TXN-P9-0037,P9,2025-08-06,Bridgeport Stationery Co (Atyrau terminal),-813144.97,taxes,,borrower,0,,шаг 10: taxes,1.00
TXN-P9-0053,P9,2025-08-06,Ironwood Building Services Services (Uralsk annex),-5905387.59,marketing,,borrower,0,,шаг 10: marketing,1.00
TXN-P8-0022,P8,2025-08-07,Capital Stationers Enterprise,1336879.34,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-P8-0045,P8,2025-08-07,Ashford Courier Trust (Aktobe hub),1763809.47,utilities,,borrower,0,,шаг 10: utilities,1.00
TXN-P7-0045,P7,2025-08-08,Foxridge Consulting Ltd (Astana branch),-2500083.92,insurance,,borrower,0,,шаг 10: insurance,1.00
TXN-B1-0052,B1,2025-08-09,Ashford Cleaning Services Partners,317985.30,lease,,borrower,0,,шаг 10: lease,1.00
TXN-P1-0040,P1,2025-08-09,Hartley Building Services Holdings (Turkistan point),-4159259.63,insurance,,borrower,0,,шаг 10: insurance,0.95
